,screen_name,text,is_quote,is_retweet,retweet_text
2233,UN_CYPRUS,"#UNFICYP and @UNEP are happy to host a webinar on environmental peacebuilding on 2 December 2020, at 16:00 Geneva / 17:00 Nicosia time. For more information on how to register, please visit: https://t.co/FmqLo0hTCh https://t.co/3fSc35wD1B",FALSE,FALSE,NA
2236,UN_CYPRUS,"Today, a third of all food produced is being lost or wasted while global hunger is on course to double in 2020. A circular food system must be part of pandemic recovery. 

See four ways we work on urban #ClimateAction  for #ZeroHunger. https://t.co/BT38yP7t3d",FALSE,TRUE,"Today, a third of all food produced is being lost or wasted while global hunger is on course to double in 2020. A circular food system must be part of pandemic recovery. 

See four ways we work on urban #ClimateAction  for #ZeroHunger. https://t.co/BT38yP7t3d"
2239,UN_CYPRUS,"The UNFCCC #ClimateDialogues (23 Nov - 4 Dec) are set to kick off, an important series of virtual events to maintain critical momentum for #ClimateAction and increased climate ambition in the run-up to the @UN Climate Conference #COP26 

PRESS RELEASE: 👉🏿https://t.co/165Ns1ATuI https://t.co/YlfrWNT69X",FALSE,TRUE,"The UNFCCC #ClimateDialogues (23 Nov - 4 Dec) are set to kick off, an important series of virtual events to maintain critical momentum for #ClimateAction and increased climate ambition in the run-up to the @UN Climate Conference #COP26 

PRESS RELEASE: 👉🏿https://t.co/165Ns1ATuI https://t.co/YlfrWNT69X"
2266,UN_CYPRUS,"As the pandemic drags on, the world faces a behemoth test for human rights, governance, equality, &amp; peace in the era of #ClimateChange.

The world can no longer play by the old rules. These are our bold choices to #BuildForwardBetter: https://t.co/3WpBEFTOgJ https://t.co/PMOmaU6Od6",FALSE,TRUE,"As the pandemic drags on, the world faces a behemoth test for human rights, governance, equality, &amp; peace in the era of #ClimateChange.

The world can no longer play by the old rules. These are our bold choices to #BuildForwardBetter: https://t.co/3WpBEFTOgJ https://t.co/PMOmaU6Od6"
2284,UN_CYPRUS,"When people fight each other in the middle of a pandemic, the only winner is the virus.

We need a renewed push for peace to achieve a global ceasefire.

Only if we work together can we defeat #COVID19, prevent climate catastrophe, and pave the way for a better world.",FALSE,TRUE,"When people fight each other in the middle of a pandemic, the only winner is the virus.

We need a renewed push for peace to achieve a global ceasefire.

Only if we work together can we defeat #COVID19, prevent climate catastrophe, and pave the way for a better world."
2286,UN_CYPRUS,"Despite today’s rainy weather in #Nicosia, #UNFICYP's Force Commander @CherylAPearce, joined our #peacekeepers who continue patrolling with environment friendly bicycles to prevent tensions and maintain calm inside the #bufferzone. #A4P #ServingForPeace

📸: Ľuboš Podhorsky https://t.co/mtUER6HHd5",FALSE,FALSE,NA
2287,UN_CYPRUS,"Households consume 29% of global energy and contribute to 21% of CO2 emissions. 

Be a #ClimateAction hero - never waste electricity &amp; always turn off the lights you don't need. https://t.co/nAjeCAHlAC #ActNow https://t.co/JLby2iyVg9",FALSE,TRUE,"Households consume 29% of global energy and contribute to 21% of CO2 emissions. 

Be a #ClimateAction hero - never waste electricity &amp; always turn off the lights you don't need. https://t.co/nAjeCAHlAC #ActNow https://t.co/JLby2iyVg9"
2297,UN_CYPRUS,"Leaders who understand the impact of the #ClimateEmergency on #drought #heatwaves and #wildfires can reduce the risk of all three in national and local disaster risk reduction strategies.

#ItsAllAboutGovernance https://t.co/KrX0T3sbUp https://t.co/njd5r83aUl",FALSE,TRUE,"Leaders who understand the impact of the #ClimateEmergency on #drought #heatwaves and #wildfires can reduce the risk of all three in national and local disaster risk reduction strategies.

#ItsAllAboutGovernance https://t.co/KrX0T3sbUp https://t.co/njd5r83aUl"
2298,UN_CYPRUS,"There are 3 tiers to our Protection of Civilians mandate: 

➡️ Protection through dialogue &amp; engagement
➡️ Provision of physical protection
➡️ Establishment of a protective environment 

Each tier contributes to increased safety. #A4P https://t.co/mtx0fk2hVH",FALSE,TRUE,"There are 3 tiers to our Protection of Civilians mandate: 

➡️ Protection through dialogue &amp; engagement
➡️ Provision of physical protection
➡️ Establishment of a protective environment 

Each tier contributes to increased safety. #A4P https://t.co/mtx0fk2hVH"
2301,UN_CYPRUS,"This year, @UN_Cyprus launched the Youth Champions for Environment and Peace initiative. Experts and young people are having a global conversation on how to build a peaceful and sustainable future for Cyprus. More 👇 https://t.co/EsiNStybkx",FALSE,TRUE,"This year, @UN_Cyprus launched the Youth Champions for Environment and Peace initiative. Experts and young people are having a global conversation on how to build a peaceful and sustainable future for Cyprus. More 👇 https://t.co/EsiNStybkx"
2325,UN_CYPRUS,"#ClimateAction is unstoppable - and will benefit all of us. 

The #ParisAgreement offers a meaningful yet flexible framework for all countries to tackle the climate crisis together: https://t.co/2NtTTL0hq9 https://t.co/FaIPCef1i1",FALSE,TRUE,"#ClimateAction is unstoppable - and will benefit all of us. 

The #ParisAgreement offers a meaningful yet flexible framework for all countries to tackle the climate crisis together: https://t.co/2NtTTL0hq9 https://t.co/FaIPCef1i1"
2345,UN_CYPRUS,"To #BuildBackGreener we need to 👇

➡ Invest in green jobs
➡ Not bail out polluting industries
➡ End fossil-fuel subsidies
➡ Take climate in all decisions
➡ Work together
➡ Leave no one behind

#ClimateAction https://t.co/v1uWoH2OqJ",FALSE,TRUE,"To #BuildBackGreener we need to 👇

➡ Invest in green jobs
➡ Not bail out polluting industries
➡ End fossil-fuel subsidies
➡ Take climate in all decisions
➡ Work together
➡ Leave no one behind

#ClimateAction https://t.co/v1uWoH2OqJ"
2348,UN_CYPRUS,"The #ParisAgreement is an international treaty on the climate emergency which aims to limit global warming and help build resilience.

It offers a meaningful yet flexible framework for all countries to tackle the climate crisis together: https://t.co/2NtTTKIGyB https://t.co/PCDia27UD6",FALSE,TRUE,"The #ParisAgreement is an international treaty on the climate emergency which aims to limit global warming and help build resilience.

It offers a meaningful yet flexible framework for all countries to tackle the climate crisis together: https://t.co/2NtTTKIGyB https://t.co/PCDia27UD6"
2359,UN_CYPRUS,"Cities are at the heart of the environmental issues the world faces and are an important hub for #ClimateAction. 

More from @UNHabitat on Saturday's #WorldCitiesDay. https://t.co/ri1R0FwBX6 https://t.co/f8RAqoxfbS",FALSE,TRUE,"Cities are at the heart of the environmental issues the world faces and are an important hub for #ClimateAction. 

More from @UNHabitat on Saturday's #WorldCitiesDay. https://t.co/ri1R0FwBX6 https://t.co/f8RAqoxfbS"
2378,UN_CYPRUS,"Forests cover 1/3 of the global surface and are home to 80% of life on land. Preserving them is vital for the well-being of the planet.

Join @UNEP's #WildForLife virtual journey &amp; learn more: https://t.co/wK4cqqezz2 #ClimateAction https://t.co/aTaxbfwR5q",FALSE,TRUE,"Forests cover 1/3 of the global surface and are home to 80% of life on land. Preserving them is vital for the well-being of the planet.

Join @UNEP's #WildForLife virtual journey &amp; learn more: https://t.co/wK4cqqezz2 #ClimateAction https://t.co/aTaxbfwR5q"
2380,UN_CYPRUS,"#ClimateAction is essential to limit global temperature rise to 1.5 degrees Celsius.

These award-winning projects show that it can be done, with projects that can be scaled up and replicated &gt;&gt; https://t.co/VQEAhAYHEa #ParisAgreement https://t.co/vvfSTkL1hW",FALSE,TRUE,"#ClimateAction is essential to limit global temperature rise to 1.5 degrees Celsius.

These award-winning projects show that it can be done, with projects that can be scaled up and replicated &gt;&gt; https://t.co/VQEAhAYHEa #ParisAgreement https://t.co/vvfSTkL1hW"
2389,UN_CYPRUS,"In addition to CAPT Oates supporting me in ensuring we sustain an inclusive and diverse work environment #UNFICYP, she has been essential in her primary role as ADC in the delivery on our Mandate and peace building efforts across Cyprus @UN_CYPRUS @AustralianArmy @CJTF633 https://t.co/vGIW9tvRPv",FALSE,TRUE,"In addition to CAPT Oates supporting me in ensuring we sustain an inclusive and diverse work environment #UNFICYP, she has been essential in her primary role as ADC in the delivery on our Mandate and peace building efforts across Cyprus @UN_CYPRUS @AustralianArmy @CJTF633 https://t.co/vGIW9tvRPv"
2391,UN_CYPRUS,"#ICYMI: Top UN envoy in #Cyprus, Elizabeth Spehar, met this week with #UNFICYP Youth Champions for Environment and Peace to mark #UNDay in #Cyprus. #UN75 Watch here: https://t.co/16ZmlX2Qbm",FALSE,FALSE,NA
2395,UN_CYPRUS,"Millions of used cars, vans and minibuses exported from Europe, the United States &amp; Japan to the developing world are of poor quality, contributing significantly to air pollution and hindering efforts to mitigate the effects of climate change.
🆕 report ⤵️
https://t.co/dQvthman2r",FALSE,TRUE,"Millions of used cars, vans and minibuses exported from Europe, the United States &amp; Japan to the developing world are of poor quality, contributing significantly to air pollution and hindering efforts to mitigate the effects of climate change.
🆕 report ⤵️
https://t.co/dQvthman2r"
2396,UN_CYPRUS,"Forests…
regulate the climate by storing carbon,
purify air and water,
cycle nutrients,
provide recreation and cultural value,
and produce goods like food and timber.

Take a digital journey to learn more at https://t.co/EjwetaPSwd

#WildForLife #BetterWithForests #ForNature https://t.co/WI8Iykw6ol",FALSE,TRUE,"Forests…
regulate the climate by storing carbon,
purify air and water,
cycle nutrients,
provide recreation and cultural value,
and produce goods like food and timber.

Take a digital journey to learn more at https://t.co/EjwetaPSwd

#WildForLife #BetterWithForests #ForNature https://t.co/WI8Iykw6ol"
2400,UN_CYPRUS,".@UN_CYPRUS' Young Champions for Environment initiative works towards a sustainable future. ✌️ 🌱

Polymnia Glykeriou is a Youth Champion leading environmental peacebuilding in Cyprus. 🇨🇾 

Learn more about Polymnia and her activism: ⬇️ #WPSin2020 
https://t.co/oc3UCfKY9r",FALSE,TRUE,".@UN_CYPRUS' Young Champions for Environment initiative works towards a sustainable future. ✌️ 🌱

Polymnia Glykeriou is a Youth Champion leading environmental peacebuilding in Cyprus. 🇨🇾 

Learn more about Polymnia and her activism: ⬇️ #WPSin2020 
https://t.co/oc3UCfKY9r"
2414,UN_CYPRUS,Today we celebrate the 75th anniversary of the @UN!🎉 Watch #UNFICYP's initiative with a dynamic group of 24 young Cypriots from both communities and find out how they are working together for peace and the environment across the island. #UN75 https://t.co/Aj0s59qbPd @JoinUN75,FALSE,FALSE,NA
2415,UN_CYPRUS,"HAPPENING NOW: Elizabeth Spehar, top @UN envoy in #Cyprus recognizes the work of #UNFICYP Youth Champions for Environment and Peace as we celebrate the 75th anniversary of the #UN tomorrow. We are proud of their efforts and commitment to peace. #UN75 https://t.co/BPijBpWtG4",FALSE,FALSE,NA
2417,UN_CYPRUS,"Today’s #Youth4ClimateLive episode is all about protecting the most vulnerable.🤗 
Tune in at 8:30 am EDT to hear from @fatoulaminjeng1, @sophiakianni &amp; @LouiseMabulo as well as  @AminaJMohammed, @UN Deputy Secretary-General! Reserve your spot 👉 https://t.co/pCyoERo3Oi 💚 https://t.co/SEatvn7LVi",FALSE,TRUE,"Today’s #Youth4ClimateLive episode is all about protecting the most vulnerable.🤗 
Tune in at 8:30 am EDT to hear from @fatoulaminjeng1, @sophiakianni &amp; @LouiseMabulo as well as  @AminaJMohammed, @UN Deputy Secretary-General! Reserve your spot 👉 https://t.co/pCyoERo3Oi 💚 https://t.co/SEatvn7LVi"
2420,UN_CYPRUS,"Let us act together now to defeat the #COVID19 pandemic, prevent climate catastrophe, uphold the equality of women &amp; men and pave the way for a safer, healthier, more just &amp; sustainable world. 

-- @antonioguterres ahead of #UNDay https://t.co/I6uSC2q4Us #UN75 https://t.co/Sadhmld3uY",FALSE,TRUE,"Let us act together now to defeat the #COVID19 pandemic, prevent climate catastrophe, uphold the equality of women &amp; men and pave the way for a safer, healthier, more just &amp; sustainable world. 

-- @antonioguterres ahead of #UNDay https://t.co/I6uSC2q4Us #UN75 https://t.co/Sadhmld3uY"
2431,UN_CYPRUS,"Young people can substantively contribute to advocating for peace &amp; security processes and climate action. 

Let's continue the conversation! 

Register to attend the #Youth4PeaceandClimate 
policy forum 👉https://t.co/RFzEzGn13A https://t.co/opg8shjuNp",FALSE,TRUE,"Young people can substantively contribute to advocating for peace &amp; security processes and climate action. 

Let's continue the conversation! 

Register to attend the #Youth4PeaceandClimate 
policy forum 👉https://t.co/RFzEzGn13A https://t.co/opg8shjuNp"
2454,UN_CYPRUS,"Meet Polymnia Glykeriou, one of #UNFICYP Youth Champions for Environment and Peace. She is part of a group of 24 young Greek Cypriots &amp; Turkish Cypriots who have come together to promote actions on environmental #peacebuilding in #Cyprus. Read here: https://t.co/F018olVRKz #UN75 https://t.co/HNTOtZExzL",FALSE,FALSE,NA
2461,UN_CYPRUS,"Have you ever thought 🤔 about:

How #ClimateAction is connected to peace? 🕊️
What young ppl can offer to the #ClimateAction and the peace &amp; security agendas? 🙋‍♀️🙋‍♂️

Join me for a discussion on #Youth4PeaceAndClimate!

🗓️ Thu, 22 Oct
🕐 9 am, EDT
🔗 https://t.co/YenQvUsFej https://t.co/0RiZCe9VpT",FALSE,TRUE,"Have you ever thought 🤔 about:

How #ClimateAction is connected to peace? 🕊️
What young ppl can offer to the #ClimateAction and the peace &amp; security agendas? 🙋‍♀️🙋‍♂️

Join me for a discussion on #Youth4PeaceAndClimate!

🗓️ Thu, 22 Oct
🕐 9 am, EDT
🔗 https://t.co/YenQvUsFej https://t.co/0RiZCe9VpT"
2467,UN_CYPRUS,"#ClimateAction

With nations striving to recover from the #COVID19 pandemic and its devastating impacts, efforts must focus on decarbonizing the global economy and building a more inclusive and resilient future - @UN Secretary-General @antonioguterres ⬇️

https://t.co/EBrLdTk0Ek",FALSE,TRUE,"#ClimateAction

With nations striving to recover from the #COVID19 pandemic and its devastating impacts, efforts must focus on decarbonizing the global economy and building a more inclusive and resilient future - @UN Secretary-General @antonioguterres ⬇️

https://t.co/EBrLdTk0Ek"
2468,UN_CYPRUS,"All human beings are born free and equal in dignity and rights. 

Retweet if you agree that poverty cannot strip us of our dignity.

On #EndPoverty Day, raise your voice for social and environmental justice for all. Let’s make #EveryoneIncluded https://t.co/YB3erxdngc",FALSE,TRUE,"All human beings are born free and equal in dignity and rights. 

Retweet if you agree that poverty cannot strip us of our dignity.

On #EndPoverty Day, raise your voice for social and environmental justice for all. Let’s make #EveryoneIncluded https://t.co/YB3erxdngc"
2471,UN_CYPRUS,"Between 1970-2019, 79% of disasters worldwide involved weather, water, and climate-related hazards. 

The @WMO latest #StateOfClimateServices report shows how investment in #earlywarnings can reduce the impact of such hazards: https://t.co/JQ8rCxX2q2 https://t.co/UtBYJj47wx",FALSE,TRUE,"Between 1970-2019, 79% of disasters worldwide involved weather, water, and climate-related hazards. 

The @WMO latest #StateOfClimateServices report shows how investment in #earlywarnings can reduce the impact of such hazards: https://t.co/JQ8rCxX2q2 https://t.co/UtBYJj47wx"
2476,UN_CYPRUS,"🔴 Happening LIVE now 🔴
 
Join me and other special guests for a Tweet Chat with @ipinst using #Youth4PeaceAndClimate to discuss the important connections between #ClimateAction, peace &amp; security 👇 https://t.co/4ry1BWYSLz",FALSE,TRUE,"🔴 Happening LIVE now 🔴
 
Join me and other special guests for a Tweet Chat with @ipinst using #Youth4PeaceAndClimate to discuss the important connections between #ClimateAction, peace &amp; security 👇 https://t.co/4ry1BWYSLz"
2477,UN_CYPRUS,"Climate change is threatening the production of food worldwide. If we don't act decisively, the poorest and most vulnerable will suffer the most.

This #WorldFoodDay, read about what it will take to tackle this issue: https://t.co/3lu7Gys8pw https://t.co/oQs0sqmu0p",FALSE,TRUE,"Climate change is threatening the production of food worldwide. If we don't act decisively, the poorest and most vulnerable will suffer the most.

This #WorldFoodDay, read about what it will take to tackle this issue: https://t.co/3lu7Gys8pw https://t.co/oQs0sqmu0p"
2488,UN_CYPRUS,"🌊Rising seas.
🌩️More frequent floods, storms, &amp; landslides.
🥵Escalating heatwaves &amp; droughts.
🐠Acidifying oceans and coral bleaching.

Millions of lives are at stake. See how we work with 
@theGCF &amp; @theGEF to 🛑 disaster risks: https://t.co/T6tET85aVP

#DRRDay #ClimatePromise https://t.co/Su86f9oGSA",FALSE,TRUE,"🌊Rising seas.
🌩️More frequent floods, storms, &amp; landslides.
🥵Escalating heatwaves &amp; droughts.
🐠Acidifying oceans and coral bleaching.

Millions of lives are at stake. See how we work with 
@theGCF &amp; @theGEF to 🛑 disaster risks: https://t.co/T6tET85aVP

#DRRDay #ClimatePromise https://t.co/Su86f9oGSA"
2494,UN_CYPRUS,"Extreme weather and climate events have increased in recent years.

The latest State of Climate Services report shows how governments can invest in effective early warning systems that strengthen resilience in the face of the climate crisis. https://t.co/okCvBrItYA",FALSE,TRUE,"Extreme weather and climate events have increased in recent years.

The latest State of Climate Services report shows how governments can invest in effective early warning systems that strengthen resilience in the face of the climate crisis. https://t.co/okCvBrItYA"
2499,UN_CYPRUS,"Countries must align #COVID19 recovery &amp; stimulus plans with the need for urgent #ClimateAction:

Investing in green &amp; decent jobs.

Not bailing out polluting industries.

Ending fossil-fuel subsidies.

Taking climate risks into account in all decisions.

https://t.co/I2Bk4fTS88",FALSE,TRUE,"Countries must align #COVID19 recovery &amp; stimulus plans with the need for urgent #ClimateAction:

Investing in green &amp; decent jobs.

Not bailing out polluting industries.

Ending fossil-fuel subsidies.

Taking climate risks into account in all decisions.

https://t.co/I2Bk4fTS88"
2503,UN_CYPRUS,"The @UN chief @antonioguterres issued a call for more #ClimateAction from govs Monday.

""We need speed, scale, and decisive leadership. I count on this coalition to rise to the challenge""

https://t.co/OTSLsL7SXL",FALSE,TRUE,"The @UN chief @antonioguterres issued a call for more #ClimateAction from govs Monday.

""We need speed, scale, and decisive leadership. I count on this coalition to rise to the challenge""

https://t.co/OTSLsL7SXL"
2504,UN_CYPRUS,A diverse and inclusive work environment #UNFICYP creates better outcomes in our journey towards peace building @UNPeacekeeping @UN_CYPRUS #A4P @AustralianArmy https://t.co/Ng5hDz0PuU,FALSE,TRUE,A diverse and inclusive work environment #UNFICYP creates better outcomes in our journey towards peace building @UNPeacekeeping @UN_CYPRUS #A4P @AustralianArmy https://t.co/Ng5hDz0PuU
2509,UN_CYPRUS,"From the #COVID19 pandemic to the climate crisis, the @UN has been at the forefront of finding solutions to challenges that respect no borders.

At #UN75, let's take #ClimateAction to create a future of prosperity &amp; well-being, while protecting our planet. https://t.co/WAacEfDcyO https://t.co/xEHgsiy9IA",FALSE,TRUE,"From the #COVID19 pandemic to the climate crisis, the @UN has been at the forefront of finding solutions to challenges that respect no borders.

At #UN75, let's take #ClimateAction to create a future of prosperity &amp; well-being, while protecting our planet. https://t.co/WAacEfDcyO https://t.co/xEHgsiy9IA"
2536,UN_CYPRUS,"🌿 Deforestation &amp; environmental degradation
🦜 Illegal trade in wildlife
🍂 Climate change

...increase our risk of future pandemics from zoonotic diseases. Protecting forests saves lives! #UNForests https://t.co/nS8X1tZnMW",FALSE,TRUE,"🌿 Deforestation &amp; environmental degradation
🦜 Illegal trade in wildlife
🍂 Climate change

...increase our risk of future pandemics from zoonotic diseases. Protecting forests saves lives! #UNForests https://t.co/nS8X1tZnMW"
2558,UN_CYPRUS,"“We have to come together. It’s not an option.”

Youth Climate Activists are talking about how they see the climate crisis affecting their countries, and why we should take actions now. via @UNICEF #ClimateAction

https://t.co/EMiSZqBDgp",FALSE,TRUE,"“We have to come together. It’s not an option.”

Youth Climate Activists are talking about how they see the climate crisis affecting their countries, and why we should take actions now. via @UNICEF #ClimateAction

https://t.co/EMiSZqBDgp"
2565,UN_CYPRUS,"Cutting food waste is one of the most effective ways that
Individuals 🙋🏽‍♀️🙋🏿‍♂️🙋🏼‍♀️
➕
Governments 🏛️
Can reduce our climate impact.

Learn about the importance of data in the push to #StopFoodLossWaste ⬇️ https://t.co/1r2BAuyzNn",FALSE,TRUE,"Cutting food waste is one of the most effective ways that
Individuals 🙋🏽‍♀️🙋🏿‍♂️🙋🏼‍♀️
➕
Governments 🏛️
Can reduce our climate impact.

Learn about the importance of data in the push to #StopFoodLossWaste ⬇️ https://t.co/1r2BAuyzNn"
2579,UN_CYPRUS,"Humanity is waging war on nature.

We need to rebuild our relationship with the natural world - to avert the worst impacts of the climate crisis and recharge biodiversity for the benefit of people and the planet.

#ForNature https://t.co/nO573PQy9K https://t.co/hv1DJXkN8F",FALSE,TRUE,"Humanity is waging war on nature.

We need to rebuild our relationship with the natural world - to avert the worst impacts of the climate crisis and recharge biodiversity for the benefit of people and the planet.

#ForNature https://t.co/nO573PQy9K https://t.co/hv1DJXkN8F"
2580,UN_CYPRUS,"Building effective, accountable and inclusive national security institutions is essential to addressing growing security risks and threats of #climatechange. 🌎

Read Secretary-General @antonioguterres' call for #climateaction: https://t.co/YblcF4emp1 https://t.co/jCd7V5qX3M",FALSE,TRUE,"Building effective, accountable and inclusive national security institutions is essential to addressing growing security risks and threats of #climatechange. 🌎

Read Secretary-General @antonioguterres' call for #climateaction: https://t.co/YblcF4emp1 https://t.co/jCd7V5qX3M"
2587,UN_CYPRUS,"🐟Marine life
🐟The world’s climate
🐟The world’s economy
🐟Our social wellbeing

...depend on healthy oceans. Listen in to our #Biodiveristy2020 Summit side event to hear how crucial oceans are to our lives. #ForNature #SaveOurOcean

LIVE in 1 hour📺 https://t.co/Q7vmxB5OMX https://t.co/v1c3Lid1Xc",FALSE,TRUE,"🐟Marine life
🐟The world’s climate
🐟The world’s economy
🐟Our social wellbeing

...depend on healthy oceans. Listen in to our #Biodiveristy2020 Summit side event to hear how crucial oceans are to our lives. #ForNature #SaveOurOcean

LIVE in 1 hour📺 https://t.co/Q7vmxB5OMX https://t.co/v1c3Lid1Xc"
2590,UN_CYPRUS,"#Covid19 😷 
Human Rights ⚖️
Peace 🕊 
#ClimateAction ♻️ 

Just some of the global issues discussed at the 75th #UNGA general debate, which wrapped up on Tuesday. https://t.co/VWvjoYGE5T https://t.co/pDQxWM0P1J",FALSE,TRUE,"#Covid19 😷 
Human Rights ⚖️
Peace 🕊 
#ClimateAction ♻️ 

Just some of the global issues discussed at the 75th #UNGA general debate, which wrapped up on Tuesday. https://t.co/VWvjoYGE5T https://t.co/pDQxWM0P1J"
2597,UN_CYPRUS,"Today is the very 1st International Day of Awareness of Food Loss &amp; Waste!

Reducing food loss &amp; food waste is key to 👇

✅strengthening our food systems
✅safeguarding our natural resources
✅combating climate change

Learn more on #FLWDay: https://t.co/PjiiNGSl4V
#thinkeatsave https://t.co/kou5HiXRBg",FALSE,TRUE,"Today is the very 1st International Day of Awareness of Food Loss &amp; Waste!

Reducing food loss &amp; food waste is key to 👇

✅strengthening our food systems
✅safeguarding our natural resources
✅combating climate change

Learn more on #FLWDay: https://t.co/PjiiNGSl4V
#thinkeatsave https://t.co/kou5HiXRBg"
2606,UN_CYPRUS,"""Our globalized world is interconnected. 

We all face the same threats from environmental degradation. 

So, everybody needs to work together. "" 

- @andersen_inger 

#ForNature #UNGA

https://t.co/vU0Ihfw8t1 https://t.co/lwKJDKL55D",FALSE,TRUE,"""Our globalized world is interconnected. 

We all face the same threats from environmental degradation. 

So, everybody needs to work together. "" 

- @andersen_inger 

#ForNature #UNGA

https://t.co/vU0Ihfw8t1 https://t.co/lwKJDKL55D"
2609,UN_CYPRUS,"At the last #UNGA, we promised to support at least 100 countries to improve pledges made under the #ParisAgreement. Today, our #ClimatePromise is the world’s largest offer to enhance NDCs. 114 countries are working with us toward a greener future. https://t.co/chaOmsODYl",FALSE,TRUE,"At the last #UNGA, we promised to support at least 100 countries to improve pledges made under the #ParisAgreement. Today, our #ClimatePromise is the world’s largest offer to enhance NDCs. 114 countries are working with us toward a greener future. https://t.co/chaOmsODYl"
2612,UN_CYPRUS,"👥 Inequality
🏨 Urbanization
📱 Digitization
👴 Population shifts...

Climate change changes everything! #ClimateAction will have ripple effects across every aspect of life on earth!

#UNEconomists urge politicians to turn the tide on global megatrends https://t.co/dxKMMolzGz https://t.co/JmNujO3IZk",FALSE,TRUE,"👥 Inequality
🏨 Urbanization
📱 Digitization
👴 Population shifts...

Climate change changes everything! #ClimateAction will have ripple effects across every aspect of life on earth!

#UNEconomists urge politicians to turn the tide on global megatrends https://t.co/dxKMMolzGz https://t.co/JmNujO3IZk"
2617,UN_CYPRUS,"The climate crisis has not stopped amid #COVID19.
People around the 🌏 are demanding that urgent #ClimateAction is included in #coronavirus recovery plans.
The future we want ➡️ https://t.co/oKWRI0HM5C #UN75 https://t.co/BSC5YErPyu",FALSE,TRUE,"The climate crisis has not stopped amid #COVID19.
People around the 🌏 are demanding that urgent #ClimateAction is included in #coronavirus recovery plans.
The future we want ➡️ https://t.co/oKWRI0HM5C #UN75 https://t.co/BSC5YErPyu"
2620,UN_CYPRUS,"Looking at climate change as an external threat conceals its  immediate &amp; long-term impacts on women, peace and security. #ClimateAction #WPSin2020 #UNGA https://t.co/0OJbS5J4MV",FALSE,TRUE,"Looking at climate change as an external threat conceals its  immediate &amp; long-term impacts on women, peace and security. #ClimateAction #WPSin2020 #UNGA https://t.co/0OJbS5J4MV"
2622,UN_CYPRUS,"#ClimateAction ♻️ 
Multilateralism 🤝 
Peace 🕊 
#COVID19 😷 

Just some of the global issues on the agenda on day 4 of #UNGA. 
https://t.co/VWvjoYp2Hj https://t.co/bg0F7qJnfY",FALSE,TRUE,"#ClimateAction ♻️ 
Multilateralism 🤝 
Peace 🕊 
#COVID19 😷 

Just some of the global issues on the agenda on day 4 of #UNGA. 
https://t.co/VWvjoYp2Hj https://t.co/bg0F7qJnfY"
2623,UN_CYPRUS,"#ClimateAction is not only the right thing to do, it is also the smart thing to do - creating jobs and saving money &amp; lives. 
https://t.co/B5yXlTBmWJ https://t.co/9vwhPZXcgh",FALSE,TRUE,"#ClimateAction is not only the right thing to do, it is also the smart thing to do - creating jobs and saving money &amp; lives. 
https://t.co/B5yXlTBmWJ https://t.co/9vwhPZXcgh"
2626,UN_CYPRUS,"As climate impacts worsen around the world, @antonioguterres is convening a roundtable of leaders from gov't, business, &amp; civil society to showcase high-impact #ClimateAction and ambition to tackle the climate crisis. 

Watch it LIVE on 24 Sep: https://t.co/zFSMkZ0oZI #UNGA https://t.co/9dYFvC3m1x",FALSE,TRUE,"As climate impacts worsen around the world, @antonioguterres is convening a roundtable of leaders from gov't, business, &amp; civil society to showcase high-impact #ClimateAction and ambition to tackle the climate crisis. 

Watch it LIVE on 24 Sep: https://t.co/zFSMkZ0oZI #UNGA https://t.co/9dYFvC3m1x"
2632,UN_CYPRUS,"In Cyprus, our peacekeepers are supporting the next generation of leaders. 
 
To mark #WorldCleanupDay, @UN_CYPRUS personnel joined UNFICYP Youth Champions for Environment and Peace to clean up parts of the buffer zone.
 
Be inspired 🌱👉https://t.co/sLpZUZFosn #A4P #UNGA https://t.co/b4RHG1gazV",FALSE,TRUE,"In Cyprus, our peacekeepers are supporting the next generation of leaders. 
 
To mark #WorldCleanupDay, @UN_CYPRUS personnel joined UNFICYP Youth Champions for Environment and Peace to clean up parts of the buffer zone.
 
Be inspired 🌱👉https://t.co/sLpZUZFosn #A4P #UNGA https://t.co/b4RHG1gazV"
2661,UN_CYPRUS,Happy #PeaceDay! Watch how #UNFICYP Youth Champions for Environment and Peace are working to protect the environment in #Cyprus. Meet Evgenia and Vijdan and how they are shaping peace together on the island! #UN75 @UNPeacekeeping @UN4Youth @UNYouthEnvoy @UN https://t.co/1Iv6jOdHGZ,FALSE,FALSE,NA
2668,UN_CYPRUS,"Reducing food loss &amp; food waste is key to:

🍅 strengthening food systems
🌾 safeguarding natural resources
⛅️ combating the climate crisis

Learn more from @FAO ahead of the first-ever Food Loss &amp; Waste Day. https://t.co/1wBoORa0XO #FLWDay https://t.co/WPllgeVuYN",FALSE,TRUE,"Reducing food loss &amp; food waste is key to:

🍅 strengthening food systems
🌾 safeguarding natural resources
⛅️ combating the climate crisis

Learn more from @FAO ahead of the first-ever Food Loss &amp; Waste Day. https://t.co/1wBoORa0XO #FLWDay https://t.co/WPllgeVuYN"
